x1,y1,z1,x2,y2,z2
0.303606905492698,0,4,,,
,,,0.303606905492698,1,2
,,,0.303606905492698,4095,2
,,,0.303606905492698,4096,2
,,,0.303606905492698,4095,2
,,,0.303606905492698,4096,2
,,,0.303606905492698,8190,2
0.303606905492698,8191,4,,,
0.45790092599640236,0,10,,,
,,,0.45790092599640236,1,8
,,,0.45790092599640236,2,4
0.45790092599640236,3,4,,,
,,,0.45790092599640236,4,2
,,,0.45790092599640236,5,2
,,,0.45790092599640236,6,2
,,,0.45790092599640236,7,2
0.45790092599640236,4094,4,,,
0.45790092599640236,4095,6,,,
0.45790092599640236,4096,6,,,
0.45790092599640236,4097,4,,,
,,,0.45790092599640236,6142,2
0.45790092599640236,6143,4,,,
0.45790092599640236,6144,4,,,
,,,0.45790092599640236,6145,2
,,,0.45790092599640236,2046,2
0.45790092599640236,2047,4,,,
0.45790092599640236,2048,4,,,
,,,0.45790092599640236,2049,2
0.45790092599640236,4094,4,,,
0.45790092599640236,4095,6,,,
0.45790092599640236,4096,6,,,
0.45790092599640236,4097,4,,,
,,,0.45790092599640236,6142,2
0.45790092599640236,6143,4,,,
0.45790092599640236,6144,4,,,
,,,0.45790092599640236,6145,2
,,,0.45790092599640236,2553,2
,,,0.45790092599640236,1542,2
,,,0.45790092599640236,5638,2
,,,0.45790092599640236,8184,2
,,,0.45790092599640236,8185,2
,,,0.45790092599640236,8186,2
,,,0.45790092599640236,8187,2
0.45790092599640236,8188,4,,,
,,,0.45790092599640236,8189,4
,,,0.45790092599640236,8190,8
0.45790092599640236,8191,10,,,
,,,0.45790092599640236,6649,2
0.6024368347429843,0,8,,,
,,,0.6024368347429843,1,6
,,,0.6024368347429843,2,4
0.6024368347429843,3,4,,,
,,,0.6024368347429843,4,2
,,,0.6024368347429843,5,2
,,,0.6024368347429843,6,2
,,,0.6024368347429843,7,2
,,,0.6024368347429843,2064,2
,,,0.6024368347429843,2065,2
,,,0.6024368347429843,2066,2
,,,0.6024368347429843,2067,2
,,,0.6024368347429843,2068,2
,,,0.6024368347429843,2069,2
,,,0.6024368347429843,2070,2
,,,0.6024368347429843,2071,2
,,,0.6024368347429843,3071,2
,,,0.6024368347429843,3072,2
,,,0.6024368347429843,4092,2
,,,0.6024368347429843,4093,2
0.6024368347429843,4094,4,,,
0.6024368347429843,4095,6,,,
0.6024368347429843,4096,6,,,
0.6024368347429843,4097,4,,,
,,,0.6024368347429843,4098,2
,,,0.6024368347429843,4099,2
,,,0.6024368347429843,5119,2
,,,0.6024368347429843,5120,2
,,,0.6024368347429843,6120,2
,,,0.6024368347429843,6121,2
,,,0.6024368347429843,6122,2
,,,0.6024368347429843,6123,2
,,,0.6024368347429843,6124,2
,,,0.6024368347429843,6125,2
,,,0.6024368347429843,6126,2
,,,0.6024368347429843,6127,2
,,,0.6024368347429843,6142,2
0.6024368347429843,6143,4,,,
0.6024368347429843,6144,4,,,
,,,0.6024368347429843,6145,2
,,,0.6024368347429843,7167,2
,,,0.6024368347429843,7168,2
,,,0.6024368347429843,1530,2
,,,0.6024368347429843,1531,2
,,,0.6024368347429843,2046,2
0.6024368347429843,2047,4,,,
0.6024368347429843,2048,4,,,
,,,0.6024368347429843,2049,2
